nom;Lien vers la source;Discipline;Date de naissance;Pays;Âge;Fonction;Taille (en cm);Genre;Site de compétition;Latitude;Longitude;Nombre de compétitions;Date de début;Date de fin;Jours de compétitions;Médailles d'or;Médailles d'argent;Médailles de bronze;Record
CHOIRUNISA Diananda;https://olympics.com/fr/paris-2024/athlete/diananda-choirunisa_1913983;Tir à l'arc;16/03/97;Indonésie;27;Athlète;;Femme;Invalides;48.85704803;2.312835932;10;25/07/24;03/08/24;5;0;0;0;non
CHOJECKA Olga;https://olympics.com/fr/paris-2024/athlete/olga-chojecka_1573063;Athlétisme;30/06/97;Pologne;27;Athlète;167;Femme;Trocadéro;48.85972558;2.29221884;1;07/08/24;07/08/24;1;0;0;0;non
CHOLUJ Wiktoria;https://olympics.com/fr/paris-2024/athlete/wiktoria-choluj_1894298;Lutte;14/02/00;Pologne;24;Athlète;;Femme;Arena Champ de Mars;48.8531;2.30252;3;05/08/24;06/08/24;2;0;0;0;non
CHOONG Joseph;https://olympics.com/fr/paris-2024/athlete/joseph-choong_1896128;Pentathlon moderne;23/05/95;Grande-Bretagne;29;Athlète;;Homme;multisite;;;9;08/08/24;10/08/24;3;0;0;0;non
CHOPRA Neeraj;https://olympics.com/fr/paris-2024/athlete/neeraj-chopra_1550250;Athlétisme;24/12/97;Inde;26;Athlète;186;Homme;Stade de France;48.924475;2.360127;2;06/08/24;08/08/24;2;0;1;0;non
CHOTARD Joris;https://olympics.com/fr/paris-2024/athlete/joris-chotard_1900644;Football;24/09/01;France;23;Athlète;179;Homme;multisite;;;6;24/07/24;09/08/24;6;0;1;0;non
CHOTHIA Yusuf;https://olympics.com/fr/paris-2024/athlete/yusuf-chothia_1940145;Boxe;20/02/01;Australie;23;Athlète;161;Homme;Arena Paris Nord;48.9721;2.5149;1;30/07/24;30/07/24;1;0;0;0;non
CHOU Tien Chen;https://olympics.com/fr/paris-2024/athlete/tien-chen-chou_1570054;Badminton;08/01/90;Chinese Taipei;34;Athlète;182;Homme;Arena Porte de la Chapelle;48.8997292;2.3605141;4;28/07/24;02/08/24;4;0;0;0;non
CHOUGKAZ Nikos;https://olympics.com/fr/paris-2024/athlete/nikos-chougkaz_1977095;Basketball;04/10/00;Grèce;23;Athlète;207;Homme;multisite;;;4;27/07/24;06/08/24;4;0;0;0;non
CHOUKOUD Khalid;https://olympics.com/fr/paris-2024/athlete/khalid-choukoud_1972087;Athlétisme;23/03/86;Pays-Bas;38;Athlète;176;Homme;Invalides;48.85704803;2.312835932;1;10/08/24;10/08/24;1;0;0;0;non
CHOULOUTE Mayah;https://olympics.com/fr/paris-2024/athlete/mayah-chouloute_4678919;Natation;18/11/09;Haïti;14;Athlète;;Femme;Paris La Défense Arena;48.8954;2.2294;1;03/08/24;03/08/24;1;0;0;0;non
CHOUPENITCH Alexander;https://olympics.com/fr/paris-2024/athlete/alexander-choupenitch_1914533;Escrime;02/05/94;Tchéquie;30;Athlète;;Homme;Grand Palais;48.86616355;2.3125474;2;29/07/24;29/07/24;1;0;0;0;non
CHOURRAUT Maialen;https://olympics.com/fr/paris-2024/athlete/maialen-chourraut_1953930;Canoë-kayak slalom;08/03/83;Espagne;41;Athlète;;Femme;Stade nautique de Vaires-sur-Marne - stade d'eaux vives;48.86223209583829;2.6395463613678416;9;27/07/24;05/08/24;6;0;0;0;non
CHOWANIEC Mateusz;https://olympics.com/fr/paris-2024/athlete/mateusz-chowaniec_1879517;Natation;03/10/03;Pologne;20;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;1;27/07/24;27/07/24;1;0;0;0;non
CHRIST Julius;https://olympics.com/fr/paris-2024/athlete/julius-christ_1906531;Aviron;16/02/99;Allemagne;25;Athlète;;Homme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;4;28/07/24;02/08/24;4;0;0;0;non
CHRISTEN Nina;https://olympics.com/fr/paris-2024/athlete/nina-christen_1976479;Tir;07/02/94;Suisse;30;Athlète;;Femme;Centre national de tir de Châteauroux;46.8157;1.7582;2;28/07/24;01/08/24;2;0;0;0;non
CHRISTENSON Micah;https://olympics.com/fr/paris-2024/athlete/micah-christenson_1917991;Volleyball;08/05/93;États-Unis d'Amérique;31;Athlète;198;Homme;Arena Paris Sud 1;48.832968;2.2840069;6;27/07/24;09/08/24;6;0;0;1;non
CHRISTIANSEN Henrik;https://olympics.com/fr/paris-2024/athlete/henrik-christiansen_1878616;Natation, marathon;09/10/96;Norvège;27;Athlète;;Homme;Pont Alexandre III;48.8637;2.3134;3;29/07/24;09/08/24;3;0;0;0;non
CHRISTIANSEN Mathias;https://olympics.com/fr/paris-2024/athlete/mathias-christiansen_1889002;Badminton;20/02/94;Danemark;30;Athlète;186;Homme;;;;0;;;0;0;0;0;non
CHRISTIANSON Bernhard Tyler;https://olympics.com/fr/paris-2024/athlete/bernhard-tyler-christianson_1965697;Natation;09/12/01;Panama;22;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;1;30/07/24;30/07/24;1;0;0;0;non
CHRISTIE Erin;https://olympics.com/fr/paris-2024/athlete/erin-christie_1965139;Hockey;20/03/92;Afrique du Sud;32;Athlète;;Femme;Stade Yves-du-Manoir;48.92934371;2.24777122;5;28/07/24;03/08/24;5;0;0;0;non
CHRISTIE Jonatan;https://olympics.com/fr/paris-2024/athlete/jonatan-christie_1926319;Badminton;15/09/97;Indonésie;27;Athlète;179;Homme;Arena Porte de la Chapelle;48.8997292;2.3605141;2;27/07/24;31/07/24;3;0;0;0;non
CHRISTOFOROU Antri;https://olympics.com/fr/paris-2024/athlete/antri-christoforou_1554897;Cyclisme sur route;02/04/92;Chypre;32;Athlète;;Femme;Trocadéro;48.85972558;2.29221884;1;04/08/24;04/08/24;1;0;0;0;non
CHRISTOPHER Marcus;https://olympics.com/fr/paris-2024/athlete/marcus-christopher_1955074;Cyclisme BMX Freestyle;31/12/02;États-Unis d'Amérique;21;Athlète;;Homme;La Concorde 2;48.86504456;2.32119516;2;30/07/24;31/07/24;2;0;0;0;non
CHRISTOU Apostolos;https://olympics.com/fr/paris-2024/athlete/apostolos-christou_1954557;Natation;01/11/96;Grèce;27;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;7;28/07/24;02/08/24;5;0;1;0;non
CHUANG Chih-Yuan;https://olympics.com/fr/paris-2024/athlete/chih-yuan-chuang_1801876;Tennis de table;02/04/81;Chinese Taipei;43;Athlète;;Homme;Arena Paris Sud 4;48.830184;2.289033;2;05/08/24;06/08/24;2;0;0;0;non
CHUGAY Andrey;https://olympics.com/fr/paris-2024/athlete/andrey-chugay_1928198;Cyclisme sur piste;17/01/00;Kazakhstan;24;Athlète;;Homme;Vélodrome National de Saint-Quentin-en-Yvelines;48.78800979;2.03498269;3;07/08/24;10/08/24;2;0;0;0;non
CHUKWUMA Rosemary;https://olympics.com/fr/paris-2024/athlete/rosemary-chukwuma_1969607;Athlétisme;05/12/01;Nigéria;22;Athlète;165;Femme;Stade de France;48.924475;2.360127;3;02/08/24;08/08/24;3;0;0;0;non
CHUMBA Eunice Chebichii;https://olympics.com/fr/paris-2024/athlete/eunice-chebichii-chumba_1926104;Athlétisme;23/05/93;Bahreïn;31;Athlète;153;Femme;Invalides;48.85704803;2.312835932;1;11/08/24;11/08/24;1;0;0;0;non
CHUPRYS Darya;https://olympics.com/fr/paris-2024/athlete/darya-chuprys_2420628;Tir;03/09/07;AIN;17;Athlète;;Femme;Centre national de tir de Châteauroux;46.8157;1.7582;1;01/08/24;01/08/24;1;0;0;0;non
CHURCHILL MARTINEZ Joaquin;https://olympics.com/fr/paris-2024/athlete/joaquin-churchill-martinez_1913059;Taekwondo;17/10/02;Chili;21;Athlète;;Homme;Grand Palais;48.86616355;2.3125474;1;09/08/24;09/08/24;1;0;0;0;non
CHYDIRIOTI Ioanna;https://olympics.com/fr/paris-2024/athlete/ioanna-chydirioti_1954651;Water-polo;15/04/97;Grèce;27;Athlète;176;Femme;multisite;;;7;27/07/24;10/08/24;7;0;0;0;non
CICINELLI Matteo;https://olympics.com/fr/paris-2024/athlete/matteo-cicinelli_1553033;Pentathlon moderne;12/03/98;Italie;26;Athlète;;Homme;multisite;;;9;08/08/24;10/08/24;3;0;0;0;non
CID I CENTELLES Aina;https://olympics.com/fr/paris-2024/athlete/aina-cid-i-centelles_1879798;Aviron;01/09/94;Espagne;30;Athlète;;Femme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;4;28/07/24;02/08/24;4;0;0;0;non
CIFTCI Ibrahim;https://olympics.com/fr/paris-2024/athlete/ibrahim-ciftci_1570537;Lutte;01/12/97;Türkiye;26;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;1;10/08/24;10/08/24;1;0;0;0;non
CIGANDA Carlota;https://olympics.com/fr/paris-2024/athlete/carlota-ciganda_1898562;Golf;01/06/90;Espagne;34;Athlète;175;Femme;Golf National;48.7532;2.0758;4;07/08/24;10/08/24;4;0;0;0;non
CIKAMATANA Eileen;https://olympics.com/fr/paris-2024/athlete/eileen-cikamatana_1947212;Haltérophilie;18/09/99;Australie;25;Athlète;;Femme;Arena Paris Sud 6;48.829381;2.290865;1;10/08/24;10/08/24;1;0;0;0;non
CIKUSA Petar;https://olympics.com/fr/paris-2024/athlete/petar-cikusa_1948237;Handball;08/12/05;Espagne;18;Athlète Remplaçant;195;Homme;;;;0;;;0;0;0;0;non
CIMINI Gabriele;https://olympics.com/fr/paris-2024/athlete/gabriele-cimini_1924583;Escrime;09/06/94;Italie;30;Athlète;;Homme;Grand Palais;48.86616355;2.3125474;3;02/08/24;02/08/24;1;0;0;0;non
CINAR Deniz;https://olympics.com/fr/paris-2024/athlete/deniz-cinar_1567024;Voile;08/12/84;Türkiye;39;Athlète;;Homme;Marina de Marseille;43.2661;5.3678;8;02/08/24;06/08/24;4;0;0;0;non
CINDRIC Luka;https://olympics.com/fr/paris-2024/athlete/luka-cindric_1903017;Handball;05/07/93;Croatie;31;Athlète;182;Homme;Arena Paris Sud 6;48.829381;2.290865;5;27/07/24;04/08/24;5;0;0;0;non
CINI Luigi;https://olympics.com/fr/paris-2024/athlete/luigi-cini_1955694;Skateboard;20/06/02;Brésil;22;Athlète;;Homme;La Concorde 4;48.86573765;2.3220383;2;07/08/24;07/08/24;1;0;0;0;non
CINK Ondrej;https://olympics.com/fr/paris-2024/athlete/ondrej-cink_1942691;Cyclisme Mountain Bike;07/12/90;Tchéquie;33;Athlète;;Homme;Colline d’Elancourt;48.78981063;1.9642379;1;29/07/24;29/07/24;1;0;0;0;non
CIOBANU Victor;https://olympics.com/fr/paris-2024/athlete/victor-ciobanu_1887978;Lutte;07/10/92;République de Moldova;31;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;1;05/08/24;05/08/24;1;0;0;0;non
CIOFANI Anne-Cecile;https://olympics.com/fr/paris-2024/athlete/anne-cecile-ciofani_1916063;Rugby à sept;14/12/93;France;30;Athlète;180;Femme;Stade de France;48.924475;2.360127;6;28/07/24;30/07/24;3;0;0;0;non
CIOTAU Emanuela Ioana;https://olympics.com/fr/paris-2024/athlete/emanuela-ioana-ciotau_1550324;Aviron;15/09/02;Roumanie;22;Athlète;;Femme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;3;27/07/24;31/07/24;3;0;0;0;non
CIRES Patricia;https://olympics.com/fr/paris-2024/athlete/patricia-cires_1550329;Aviron;11/06/02;Roumanie;22;Athlète;;Femme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;3;27/07/24;31/07/24;3;0;0;0;non
CIRILO DUBOYS Yarisleidis;https://olympics.com/fr/paris-2024/athlete/yarisleidis-cirilo-duboys_1564506;Canoë-kayak sprint;10/05/02;Cuba;22;Athlète;;Femme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;7;06/08/24;10/08/24;4;0;0;1;non
CIRKOVIC Sara;https://olympics.com/fr/paris-2024/athlete/sara-cirkovic_1947950;Boxe;29/04/04;Serbie;20;Athlète;166;Femme;Arena Paris Nord;48.9721;2.5149;1;27/07/24;27/07/24;1;0;0;0;non
CISSE Arthur;https://olympics.com/fr/paris-2024/athlete/arthur-cisse_1538504;Athlétisme;29/12/96;Côte d'Ivoire;27;Athlète;168;Homme;Stade de France;48.924475;2.360127;1;03/08/24;03/08/24;1;0;0;0;non
CISSE Bangaly;https://olympics.com/fr/paris-2024/athlete/bangaly-cisse_4968901;Football;28/12/02;Guinée;21;Athlète;184;Homme;multisite;;;3;24/07/24;30/07/24;3;0;0;0;non
CISSE Cheick Sallah;https://olympics.com/fr/paris-2024/athlete/cheick-sallah-cisse_1548401;Taekwondo;19/09/93;Côte d'Ivoire;31;Athlète;;Homme;Grand Palais;48.86616355;2.3125474;4;10/08/24;10/08/24;1;0;0;1;non
CISSE Ibrahima;https://olympics.com/fr/paris-2024/athlete/ibrahima-cisse_1570581;Football;15/02/01;Mali;23;Athlète;196;Homme;multisite;;;3;24/07/24;30/07/24;3;0;0;0;non
CISSET Mohamed;https://olympics.com/fr/paris-2024/athlete/mohamed-cisset_1980244;Football;25/08/04;Mali;20;Athlète;184;Homme;multisite;;;3;24/07/24;30/07/24;3;0;0;0;non
CISTERNAS Eduardo;https://olympics.com/fr/paris-2024/athlete/eduardo-cisternas_1555510;Natation;10/01/04;Chili;20;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;1;27/07/24;27/07/24;1;0;0;0;non
CITAK Yigit Yalcin;https://olympics.com/fr/paris-2024/athlete/yigit-yalcin-citak_1567045;Voile;03/01/01;Türkiye;23;Athlète;;Homme;Marina de Marseille;43.2661;5.3678;8;01/08/24;05/08/24;5;0;0;0;non
CLAAR Felix;https://olympics.com/fr/paris-2024/athlete/felix-claar_1562359;Handball;05/01/97;Suède;27;Athlète;193;Homme;multisite;;;4;27/07/24;07/08/24;4;0;0;0;non
CLAES Hanne;https://olympics.com/fr/paris-2024/athlete/hanne-claes_1895561;Athlétisme;04/08/91;Belgique;33;Athlète;173;Femme;Stade de France;48.924475;2.360127;4;04/08/24;10/08/24;4;0;0;0;non
CLAESSENS Nastja;https://olympics.com/fr/paris-2024/athlete/nastja-claessens_1895614;Basketball;02/12/04;Belgique;19;Athlète;184;Femme;multisite;;;6;29/07/24;11/08/24;6;0;0;0;non
CLAESSENS Zoe;https://olympics.com/fr/paris-2024/athlete/zoe-claessens_1976480;Cyclisme BMX Racing;28/04/01;Suisse;23;Athlète;;Femme;Stade BMX de Saint-Quentin-en-Yvelines;48.78800979;2.03498269;7;01/08/24;02/08/24;2;0;0;1;non
CLAEYSSENS Lucas;https://olympics.com/fr/paris-2024/athlete/lucas-claeyssens_1903264;Voile;19/08/03;Belgique;21;Athlète;;Homme;Marina de Marseille;43.2661;5.3678;12;03/08/24;06/08/24;4;0;0;0;non
CLANCY Dean;https://olympics.com/fr/paris-2024/athlete/dean-clancy_1546047;Boxe;20/10/01;Irlande;22;Athlète;178;Homme;Arena Paris Nord;48.9721;2.5149;1;27/07/24;27/07/24;1;0;0;0;non
CLANCY Grant;https://olympics.com/fr/paris-2024/athlete/grant-clancy_1945385;Canoë-kayak sprint;15/07/01;Nouvelle-Zélande;23;Athlète;;Homme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;7;06/08/24;08/08/24;2;0;0;0;non
CLANCY Taliqua;https://olympics.com/fr/paris-2024/athlete/taliqua-clancy_1947163;Volleyball de plage;25/06/92;Australie;32;Athlète;184;Femme;Stade Tour Eiffel;48.85613;2.2978;7;27/07/24;09/08/24;7;0;0;0;non
CLAPES Gerard;https://olympics.com/fr/paris-2024/athlete/gerard-clapes_1934307;Hockey;13/09/00;Espagne;24;Athlète;;Homme;Stade Yves-du-Manoir;48.92934371;2.24777122;8;27/07/24;08/08/24;8;0;0;0;non
CLAREBURT Lewis;https://olympics.com/fr/paris-2024/athlete/lewis-clareburt_1940004;Natation;04/07/99;Nouvelle-Zélande;25;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;5;28/07/24;01/08/24;3;0;0;0;non
CLARK Aoife;https://olympics.com/fr/paris-2024/athlete/aoife-clark_1555109;Sports équestres;06/08/81;Irlande;43;Athlète;;Femme;Château de Versailles;48.81432266;2.08452588;2;29/07/24;29/07/24;1;0;0;0;non
CLARK Bridget;https://olympics.com/fr/paris-2024/athlete/bridget-clark_1945867;Rugby à sept;16/01/03;Australie;21;Athlète;173;Femme;Stade de France;48.924475;2.360127;6;28/07/24;30/07/24;3;0;0;0;non
CLARK Wyndham;https://olympics.com/fr/paris-2024/athlete/wyndham-clark_1951700;Golf;09/12/93;États-Unis d'Amérique;30;Athlète;177;Homme;Golf National;48.7532;2.0758;4;01/08/24;04/08/24;4;0;0;0;non
CLARKE Alexandra;https://olympics.com/fr/paris-2024/athlete/alexandra-clarke_1940212;Canoë-kayak sprint;23/10/99;Australie;24;Athlète;;Femme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;3;06/08/24;08/08/24;2;0;0;0;non
CLARKE Joseph;https://olympics.com/fr/paris-2024/athlete/joseph-clarke_1896032;Canoë-kayak slalom;03/11/92;Grande-Bretagne;31;Athlète;;Homme;Stade nautique de Vaires-sur-Marne - stade d'eaux vives;48.86223209583829;2.6395463613678416;10;30/07/24;05/08/24;6;0;1;0;non
CLARKE Matthew;https://olympics.com/fr/paris-2024/athlete/matthew-clarke_1939823;Athlétisme;29/04/95;Australie;29;Athlète;185;Homme;Stade de France;48.924475;2.360127;1;05/08/24;05/08/24;1;0;0;0;non
CLARKE Roshawn;https://olympics.com/fr/paris-2024/athlete/roshawn-clarke_1542850;Athlétisme;01/07/04;Jamaïque;20;Athlète;188;Homme;Stade de France;48.924475;2.360127;3;05/08/24;09/08/24;3;0;0;0;non
CLARKE Ryan;https://olympics.com/fr/paris-2024/athlete/ryan-clarke_1972088;Athlétisme;17/11/97;Pays-Bas;26;Athlète;187;Homme;Stade de France;48.924475;2.360127;2;07/08/24;08/08/24;2;0;0;0;non
CLARKE Simon;https://olympics.com/fr/paris-2024/athlete/simon-clarke_1940191;Cyclisme sur route;18/07/86;Australie;38;Athlète;;Homme;Trocadéro;48.85972558;2.29221884;1;03/08/24;03/08/24;1;0;0;0;non
CLARO FIZ Alejandro;https://olympics.com/fr/paris-2024/athlete/alejandro-claro-fiz_1551804;Boxe;27/02/01;Cuba;23;Athlète;162;Homme;Arena Paris Nord;48.9721;2.5149;2;30/07/24;02/08/24;2;0;0;0;non
CLAVELL Gian;https://olympics.com/fr/paris-2024/athlete/gian-clavell_1926484;Basketball;26/11/93;Porto Rico;30;Athlète;193;Homme;Stade Pierre Mauroy;50.61190661;3.13047318;3;28/07/24;03/08/24;3;0;0;0;non
CLAXTON Grace;https://olympics.com/fr/paris-2024/athlete/grace-claxton_1895881;Athlétisme;19/08/93;Porto Rico;31;Athlète;158;Femme;Stade de France;48.924475;2.360127;2;04/08/24;05/08/24;2;0;0;0;non
CLAXTON Jane;https://olympics.com/fr/paris-2024/athlete/jane-claxton_1945314;Hockey;26/10/92;Australie;31;Athlète;;Femme;Stade Yves-du-Manoir;48.92934371;2.24777122;3;28/07/24;05/08/24;3;0;0;0;non
CLAY Liz;https://olympics.com/fr/paris-2024/athlete/liz-clay_1939819;Athlétisme;09/05/95;Australie;29;Athlète;171;Femme;Stade de France;48.924475;2.360127;2;07/08/24;08/08/24;2;0;0;0;non
CLAY Zachary;https://olympics.com/fr/paris-2024/athlete/zachary-clay_1973084;Gymnastique artistique;05/07/95;Canada;29;Athlète;;Homme;Arena Bercy;48.83863;2.378597;1;29/07/24;29/07/24;1;0;0;0;non
CLAYTON Rushell;https://olympics.com/fr/paris-2024/athlete/rushell-clayton_1538904;Athlétisme;18/10/92;Jamaïque;31;Athlète;170;Femme;Stade de France;48.924475;2.360127;3;04/08/24;08/08/24;3;0;0;0;non
CLAYTON Tia;https://olympics.com/fr/paris-2024/athlete/tia-clayton_1890561;Athlétisme;17/08/04;Jamaïque;20;Athlète;157;Femme;Stade de France;48.924475;2.360127;5;02/08/24;09/08/24;4;0;0;0;non
CLEGG Milly;https://olympics.com/fr/paris-2024/athlete/milly-clegg_1944855;Football;01/11/05;Nouvelle-Zélande;18;Athlète;174;Femme;multisite;;;3;25/07/24;31/07/24;3;0;0;0;non
CLELAND QUINONEZ Alan;https://olympics.com/fr/paris-2024/athlete/alan-cleland-quinonez_1535368;Surf;19/06/02;Mexique;22;Athlète;;Homme;Tahiti Teahupo'o;-17.86693;-149.25208;3;27/07/24;29/07/24;2;0;0;0;non
CLEMENT Timothee;https://olympics.com/fr/paris-2024/athlete/timothee-clement_1895376;Hockey;08/04/00;France;24;Athlète;;Homme;Stade Yves-du-Manoir;48.92934371;2.24777122;5;27/07/24;02/08/24;5;0;0;0;non
CLEMONS Malcolm;https://olympics.com/fr/paris-2024/athlete/malcolm-clemons_1960664;Athlétisme;08/03/02;États-Unis d'Amérique;22;Athlète;180;Homme;Stade de France;48.924475;2.360127;1;04/08/24;04/08/24;1;0;0;0;non
CLEVENOT Trevor;https://olympics.com/fr/paris-2024/athlete/trevor-clevenot_1574046;Volleyball;28/06/94;France;30;Athlète;199;Homme;Arena Paris Sud 1;48.832968;2.2840069;6;28/07/24;10/08/24;6;1;0;0;non
CLEVERING Ymkje;https://olympics.com/fr/paris-2024/athlete/ymkje-clevering_1965559;Aviron;17/07/95;Pays-Bas;29;Athlète;;Femme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;3;28/07/24;02/08/24;3;1;0;0;non
CLIFTON Samalulu;https://olympics.com/fr/paris-2024/athlete/samalulu-clifton_1966219;Canoë-kayak sprint;25/03/99;Samoa;25;Athlète;;Femme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;2;07/08/24;07/08/24;1;0;0;0;non
CLIFTON Tuva'a;https://olympics.com/fr/paris-2024/athlete/tuva-a-clifton_1961764;Canoë-kayak sprint;29/06/97;Samoa;27;Athlète;;Homme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;2;07/08/24;07/08/24;1;0;0;0;non
CLONAN Kristina;https://olympics.com/fr/paris-2024/athlete/kristina-clonan_1940259;Cyclisme sur piste;13/04/98;Australie;26;Athlète;;Femme;Vélodrome National de Saint-Quentin-en-Yvelines;48.78800979;2.03498269;9;07/08/24;10/08/24;4;0;0;0;non
CLOT Catherine;https://olympics.com/fr/paris-2024/athlete/catherine-clot_1905834;Hockey;30/04/97;France;27;Athlète;;Femme;Stade Yves-du-Manoir;48.92934371;2.24777122;5;27/07/24;03/08/24;5;0;0;0;non
CLOUVEL Elodie;https://olympics.com/fr/paris-2024/athlete/elodie-clouvel_1545116;Pentathlon moderne;14/01/89;France;35;Athlète;;Femme;multisite;;;9;08/08/24;11/08/24;3;0;1;0;non
COBAS GARCIA Yariulvis;https://olympics.com/fr/paris-2024/athlete/yariulvis-cobas-garcia_1893521;Aviron;18/08/90;Cuba;34;Athlète;;Femme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;4;27/07/24;02/08/24;4;0;0;0;non
COCCHIERE Agnese;https://olympics.com/fr/paris-2024/athlete/agnese-cocchiere_1925808;Water-polo;04/06/99;Italie;25;Athlète;170;Femme;multisite;;;7;29/07/24;10/08/24;7;0;0;0;non
COCCIARETTO Elisabetta;https://olympics.com/fr/paris-2024/athlete/elisabetta-cocciaretto_1562418;Tennis;25/01/01;Italie;23;Athlète;166;Femme;Stade Roland Garros;48.845968;2.253522;2;28/07/24;29/07/24;2;0;0;0;non
COCCONCELLI Costanza;https://olympics.com/fr/paris-2024/athlete/costanza-cocconcelli_1925725;Natation;26/01/02;Italie;22;Athlète;;Femme;Paris La Défense Arena;48.8954;2.2294;2;27/07/24;02/08/24;2;0;0;0;non
COCIU Daniela;https://olympics.com/fr/paris-2024/athlete/daniela-cociu_1550307;Canoë-kayak sprint;04/05/00;République de Moldova;24;Athlète;;Femme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;6;06/08/24;09/08/24;3;0;0;0;non
COCKRELL Anna;https://olympics.com/fr/paris-2024/athlete/anna-cockrell_1960581;Athlétisme;28/08/97;États-Unis d'Amérique;27;Athlète;180;Femme;Stade de France;48.924475;2.360127;3;04/08/24;08/08/24;3;0;1;0;non
CODATO Alice;https://olympics.com/fr/paris-2024/athlete/alice-codato_1560783;Aviron;26/09/03;Italie;21;Athlète;;Femme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;3;29/07/24;03/08/24;3;0;0;0;non
CODATO Giovanni;https://olympics.com/fr/paris-2024/athlete/giovanni-codato_1547901;Aviron;28/06/99;Italie;25;Athlète;;Homme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;4;28/07/24;02/08/24;4;0;0;0;non
CODINA Laia;https://olympics.com/fr/paris-2024/athlete/laia-codina_1959975;Football;22/01/00;Espagne;24;Athlète;170;Femme;multisite;;;6;25/07/24;09/08/24;6;0;0;0;non
COELHO de BARROS Maria Ines;https://olympics.com/fr/paris-2024/athlete/maria-ines-coelho-de-barros_1956827;Tir;18/07/01;Portugal;23;Athlète;;Femme;Centre national de tir de Châteauroux;46.8157;1.7582;2;30/07/24;31/07/24;2;0;0;0;non
