nom;Lien vers la source;Discipline;Date de naissance;Pays;Âge;Fonction;Taille (en cm);Genre;Site de compétition;Latitude;Longitude;Nombre de compétitions;Date de début;Date de fin;Jours de compétitions;Médailles d'or;Médailles d'argent;Médailles de bronze;Record
LAZKANO Miren;https://olympics.com/fr/paris-2024/athlete/miren-lazkano_1953944;Canoë-kayak slalom;16/06/97;Espagne;27;Athlète;;Femme;Stade nautique de Vaires-sur-Marne - stade d'eaux vives;48.86223209583829;2.6395463613678416;7;30/07/24;04/08/24;5;0;0;0;non
LAZKANO Oier;https://olympics.com/fr/paris-2024/athlete/oier-lazkano_1928262;Cyclisme sur route;07/11/99;Espagne;24;Athlète;;Homme;multisite;;;2;27/07/24;03/08/24;2;0;0;0;non
LAZOGIANIS Lucas Alexandros;https://olympics.com/fr/paris-2024/athlete/lucas-alexandros-lazogianis_1558963;Lutte;18/04/01;Allemagne;23;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;1;06/08/24;06/08/24;1;0;0;0;non
LAZOVIC Barbara;https://olympics.com/fr/paris-2024/athlete/barbara-lazovic_1980847;Handball;04/01/88;Slovénie;36;Athlète;183;Femme;Arena Paris Sud 6;48.829381;2.290865;5;25/07/24;03/08/24;5;0;0;0;non
LAZOVIC Dejan;https://olympics.com/fr/paris-2024/athlete/dejan-lazovic_1568289;Water-polo;08/02/90;Monténégro;34;Athlète;198;Homme;multisite;;;5;28/07/24;05/08/24;5;0;0;0;non
LAZOVIC Katarina;https://olympics.com/fr/paris-2024/athlete/katarina-lazovic_1949036;Volleyball;12/09/99;Serbie;25;Athlète;182;Femme;Arena Paris Sud 1;48.832968;2.2840069;4;29/07/24;06/08/24;4;0;0;0;non
LAZRAQ-KHLASS Auriana;https://olympics.com/fr/paris-2024/athlete/auriana-lazraq-khlass_1911807;Athlétisme;22/04/99;France;25;Athlète;179;Femme;Stade de France;48.924475;2.360127;7;08/08/24;09/08/24;2;0;0;0;non
LE Alexandra;https://olympics.com/fr/paris-2024/athlete/alexandra-le_1930466;Tir;03/05/04;Kazakhstan;20;Athlète;;Femme;Centre national de tir de Châteauroux;46.8157;1.7582;5;27/07/24;01/08/24;4;0;0;1;non
le CLEZIO Corentin;https://olympics.com/fr/paris-2024/athlete/corentin-le-clezio_1911809;Athlétisme;24/09/99;France;25;Athlète;178;Homme;Stade de France;48.924475;2.360127;2;07/08/24;08/08/24;2;0;0;0;non
le CLOS Chad;https://olympics.com/fr/paris-2024/athlete/chad-le-clos_1962588;Natation;12/04/92;Afrique du Sud;32;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;1;02/08/24;02/08/24;1;0;0;0;non
le CORRE Pierre;https://olympics.com/fr/paris-2024/athlete/pierre-le-corre_1543969;Triathlon;03/02/90;France;34;Athlète;;Homme;Pont Alexandre III;48.8637;2.3134;2;31/07/24;05/08/24;2;0;0;0;non
le COURT de BILLOT Kimberley;https://olympics.com/fr/paris-2024/athlete/kimberley-le-court-de-billot_1897877;Cyclisme sur route;23/03/96;Maurice;28;Athlète;;Femme;Trocadéro;48.85972558;2.29221884;1;04/08/24;04/08/24;1;0;0;0;non
le COZ Gireg;https://olympics.com/fr/paris-2024/athlete/gireg-le-coz_1899848;Sports équestres;14/03/89;France;35;Athlète Remplaçant;;Homme;;;;0;;;0;0;0;0;non
LE Duc Phat;https://olympics.com/fr/paris-2024/athlete/duc-phat-le_1564623;Badminton;01/02/98;Viet Nam;26;Athlète;180;Homme;Arena Porte de la Chapelle;48.8997292;2.3605141;2;30/07/24;31/07/24;2;0;0;0;non
le GOFF Nicolas;https://olympics.com/fr/paris-2024/athlete/nicolas-le-goff_1574057;Volleyball;15/02/92;France;32;Athlète;206;Homme;Arena Paris Sud 1;48.832968;2.2840069;6;28/07/24;10/08/24;6;1;0;0;non
le GOFF Yann;https://olympics.com/fr/paris-2024/athlete/yann-le-goff_1909290;Natation;09/02/03;France;21;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;2;30/07/24;30/07/24;1;0;0;0;non
le NET Marie;https://olympics.com/fr/paris-2024/athlete/marie-le-net_1895696;Cyclisme sur piste;25/01/00;France;24;Athlète;;Femme;Vélodrome National de Saint-Quentin-en-Yvelines;48.78800979;2.03498269;2;06/08/24;07/08/24;2;0;0;0;non
le NINDRE Paola;https://olympics.com/fr/paris-2024/athlete/paola-le-nindre_1905843;Hockey;16/06/06;France;18;Athlète;;Femme;Stade Yves-du-Manoir;48.92934371;2.24777122;5;27/07/24;03/08/24;5;0;0;0;non
le Quoc Phong;https://olympics.com/fr/paris-2024/athlete/quoc-phong-le_1563324;Tir à l'arc;02/05/00;Viet Nam;24;Athlète;;Homme;Invalides;48.85704803;2.312835932;3;25/07/24;01/08/24;2;0;0;0;non
le SOMMER Eugenie;https://olympics.com/fr/paris-2024/athlete/eugenie-le-sommer_1930161;Football;18/05/89;France;35;Athlète;161;Femme;multisite;;;3;25/07/24;03/08/24;3;0;0;0;non
LE Thi Mong Tuyen;https://olympics.com/fr/paris-2024/athlete/thi-mong-tuyen-le_1795986;Tir;22/02/03;Viet Nam;21;Athlète;;Femme;Centre national de tir de Châteauroux;46.8157;1.7582;1;28/07/24;28/07/24;1;0;0;0;non
LEAHY Conor;https://olympics.com/fr/paris-2024/athlete/conor-leahy_1940253;Cyclisme sur piste;16/04/99;Australie;25;Athlète;;Homme;Vélodrome National de Saint-Quentin-en-Yvelines;48.78800979;2.03498269;3;05/08/24;07/08/24;3;1;0;0;non
LEAL HIDALGO Yoandy;https://olympics.com/fr/paris-2024/athlete/yoandy-leal-hidalgo_1964196;Volleyball;31/08/88;Brésil;36;Athlète;202;Homme;Arena Paris Sud 1;48.832968;2.2840069;4;27/07/24;05/08/24;4;0;0;0;non
LEAL Rayssa;https://olympics.com/fr/paris-2024/athlete/rayssa-leal_1955689;Skateboard;04/01/08;Brésil;16;Athlète;;Femme;La Concorde 3;48.86486788;2.32139191;2;28/07/24;28/07/24;1;0;0;1;non
LEARMONT Phoebe;https://olympics.com/fr/paris-2024/athlete/phoebe-learmont_1941738;Gymnastique rythmique;23/06/05;Australie;19;Athlète;;Femme;Arena Porte de la Chapelle;48.8997292;2.3605141;2;09/08/24;09/08/24;1;0;0;0;non
LEAT Anna;https://olympics.com/fr/paris-2024/athlete/anna-leat_1944920;Football;26/06/01;Nouvelle-Zélande;23;Athlète;173;Femme;multisite;;;3;25/07/24;31/07/24;3;0;0;0;non
LEBON Manon;https://olympics.com/fr/paris-2024/athlete/manon-lebon_1553688;Escalade;14/03/05;France;19;Athlète;168;Femme;Site d’escalade du Bourget;48.93693402;2.41997931;2;05/08/24;05/08/24;1;0;0;0;non
LEBRUN Alexis;https://olympics.com/fr/paris-2024/athlete/alexis-lebrun_1889176;Tennis de table;27/08/03;France;21;Athlète;;Homme;Arena Paris Sud 4;48.830184;2.289033;8;27/07/24;09/08/24;8;0;0;1;non
LEBRUN Felix;https://olympics.com/fr/paris-2024/athlete/felix-lebrun_1889177;Tennis de table;12/09/06;France;18;Athlète;;Homme;Arena Paris Sud 4;48.830184;2.289033;10;28/07/24;09/08/24;10;0;0;2;non
LECHUGA ALANIS Kenia;https://olympics.com/fr/paris-2024/athlete/kenia-lechuga-alanis_1535252;Aviron;26/06/94;Mexique;30;Athlète;;Femme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;4;27/07/24;03/08/24;4;0;0;0;non
LECLAIR Marie-Eloise;https://olympics.com/fr/paris-2024/athlete/marie-eloise-leclair_1974168;Athlétisme;10/09/02;Canada;22;Athlète;175;Femme;Stade de France;48.924475;2.360127;2;08/08/24;09/08/24;2;0;0;0;non
LECOINTRE Camille;https://olympics.com/fr/paris-2024/athlete/camille-lecointre_1559549;Voile;25/02/85;France;39;Athlète;;Femme;Marina de Marseille;43.2661;5.3678;9;02/08/24;08/08/24;5;0;0;0;non
LECOMTE Loana;https://olympics.com/fr/paris-2024/athlete/loana-lecomte_1895697;Cyclisme Mountain Bike;08/08/99;France;25;Athlète;;Femme;Colline d’Elancourt;48.78981063;1.9642379;1;28/07/24;28/07/24;1;0;0;0;non
LEDECKY Katie;https://olympics.com/fr/paris-2024/athlete/katie-ledecky_1935938;Natation;17/03/97;États-Unis d'Amérique;27;Athlète;;Femme;Paris La Défense Arena;48.8954;2.2294;7;27/07/24;03/08/24;6;2;1;1;oui
LEDUC Audrey;https://olympics.com/fr/paris-2024/athlete/audrey-leduc_1974169;Athlétisme;09/03/99;Canada;25;Athlète;174;Femme;Stade de France;48.924475;2.360127;6;02/08/24;09/08/24;6;0;0;0;non
LEE;https://olympics.com/fr/paris-2024/athlete/-lee_1965474;Breaking;29/12/00;Pays-Bas;23;Athlète;;Homme;La Concorde 1;48.86640642;2.32119515;4;10/08/24;10/08/24;1;0;0;0;non
LEE Bo Na;https://olympics.com/fr/paris-2024/athlete/bo-na-lee_1893942;Tir;22/07/81;République de Corée;43;Athlète;;Femme;Centre national de tir de Châteauroux;46.8157;1.7582;2;30/07/24;31/07/24;2;0;0;0;non
LEE Cassandra;https://olympics.com/fr/paris-2024/athlete/cassandra-lee_1973101;Gymnastique artistique;15/10/05;Canada;18;Athlète;;Femme;Arena Bercy;48.83863;2.378597;1;30/07/24;30/07/24;1;0;0;0;non
LEE Cheuk Yiu;https://olympics.com/fr/paris-2024/athlete/cheuk-yiu-lee_1925164;Badminton;28/08/96;Hong Kong, Chine;28;Athlète;178;Homme;Arena Porte de la Chapelle;48.8997292;2.3605141;2;30/07/24;31/07/24;2;0;0;0;non
LEE Chia Hsin;https://olympics.com/fr/paris-2024/athlete/chia-hsin-lee_1572094;Badminton;11/05/97;Chinese Taipei;27;Athlète;171;Femme;Arena Porte de la Chapelle;48.8997292;2.3605141;2;27/07/24;28/07/24;2;0;0;0;non
LEE Dabin;https://olympics.com/fr/paris-2024/athlete/dabin-lee_1904039;Taekwondo;07/12/96;République de Corée;27;Athlète;;Femme;Grand Palais;48.86616355;2.3125474;4;10/08/24;10/08/24;1;0;0;1;non
LEE Dayeong;https://olympics.com/fr/paris-2024/athlete/dayeong-lee_1940554;Gymnastique artistique;28/12/04;République de Corée;19;Athlète;;Femme;;;;0;;;0;0;0;0;non
LEE Dohyun;https://olympics.com/fr/paris-2024/athlete/dohyun-lee_1931180;Escalade;08/10/02;République de Corée;21;Athlète;176;Homme;Site d’escalade du Bourget;48.93693402;2.41997931;2;05/08/24;07/08/24;2;0;0;0;non
LEE Eunhye;https://olympics.com/fr/paris-2024/athlete/eunhye-lee_1936425;Tennis de table;02/05/95;République de Corée;29;Athlète;;Femme;Arena Paris Sud 4;48.830184;2.289033;4;05/08/24;10/08/24;4;0;0;1;non
LEE Eunji;https://olympics.com/fr/paris-2024/athlete/eunji-lee_1901656;Natation;23/07/06;République de Corée;18;Athlète;;Femme;Paris La Défense Arena;48.8954;2.2294;3;01/08/24;02/08/24;2;0;0;0;non
LEE Eunseo;https://olympics.com/fr/paris-2024/athlete/eunseo-lee_1893944;Tir;19/12/93;République de Corée;30;Athlète;;Femme;Centre national de tir de Châteauroux;46.8157;1.7582;1;01/08/24;01/08/24;1;0;0;0;non
LEE Hanbit;https://olympics.com/fr/paris-2024/athlete/hanbit-lee_1891032;Lutte;23/12/94;République de Corée;29;Athlète;;Femme;Arena Champ de Mars;48.8531;2.30252;1;09/08/24;09/08/24;1;0;0;0;non
LEE Ho Ching;https://olympics.com/fr/paris-2024/athlete/ho-ching-lee_1962229;Tennis de table;24/11/92;Hong Kong, Chine;31;Athlète;;Femme;Arena Paris Sud 4;48.830184;2.289033;1;05/08/24;05/08/24;1;0;0;0;non
LEE Hojoon;https://olympics.com/fr/paris-2024/athlete/hojoon-lee_1901661;Natation;14/02/01;République de Corée;23;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;2;30/07/24;30/07/24;1;0;0;0;non
LEE Hyein;https://olympics.com/fr/paris-2024/athlete/hyein-lee_1927140;Escrime;16/01/95;République de Corée;29;Athlète;;Femme;Grand Palais;48.86616355;2.3125474;4;27/07/24;30/07/24;2;0;0;0;non
LEE Hyekyeong;https://olympics.com/fr/paris-2024/athlete/hyekyeong-lee_1940098;Judo;12/01/96;République de Corée;28;Athlète;;Femme;Arena Champ de Mars;48.8531;2.30252;1;27/07/24;27/07/24;1;0;0;1;non
LEE Joonhwan;https://olympics.com/fr/paris-2024/athlete/joonhwan-lee_1928079;Judo;19/06/02;République de Corée;22;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;8;30/07/24;03/08/24;2;0;0;2;non
LEE Juho;https://olympics.com/fr/paris-2024/athlete/juho-lee_1901663;Natation;23/01/95;République de Corée;29;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;4;28/07/24;03/08/24;3;0;0;0;non
LEE Junho;https://olympics.com/fr/paris-2024/athlete/junho-lee_1940555;Gymnastique artistique;22/10/95;République de Corée;28;Athlète;;Homme;Arena Bercy;48.83863;2.378597;1;04/08/24;04/08/24;1;0;0;0;non
LEE Kyle;https://olympics.com/fr/paris-2024/athlete/kyle-lee_1945586;Natation, marathon;23/02/02;Australie;22;Athlète;;Homme;Pont Alexandre III;48.8637;2.3134;1;09/08/24;09/08/24;1;0;0;0;non
LEE Meng Yuan;https://olympics.com/fr/paris-2024/athlete/meng-yuan-lee_1569852;Tir;25/08/94;Chinese Taipei;30;Athlète;;Homme;Centre national de tir de Châteauroux;46.8157;1.7582;3;02/08/24;03/08/24;2;0;0;1;oui
LEE Min Woo;https://olympics.com/fr/paris-2024/athlete/min-woo-lee_1941775;Golf;27/07/98;Australie;26;Athlète;183;Homme;Golf National;48.7532;2.0758;4;01/08/24;04/08/24;4;0;0;0;non
LEE Minjee;https://olympics.com/fr/paris-2024/athlete/minjee-lee_1941774;Golf;27/05/96;Australie;28;Athlète;173;Femme;Golf National;48.7532;2.0758;4;07/08/24;10/08/24;4;0;0;0;non
LEE Minji;https://olympics.com/fr/paris-2024/athlete/minji-lee_1927647;Handball;12/04/00;République de Corée;24;Athlète Remplaçant;174;Femme;;;;0;;;0;0;0;0;non
LEE Riyoung;https://olympics.com/fr/paris-2024/athlete/riyoung-lee_1901666;Natation artistique;11/08/00;République de Corée;24;Athlète;;Femme;Centre Aquatique;48.923723;2.35578;2;09/08/24;10/08/24;2;0;0;0;non
LEE Se-Bom;https://olympics.com/fr/paris-2024/athlete/se-bom-lee_1946225;Natation;12/06/01;Australie;23;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;1;31/07/24;31/07/24;1;0;0;0;non
LEE Seungchan;https://olympics.com/fr/paris-2024/athlete/seungchan-lee_1891034;Lutte;09/11/95;République de Corée;28;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;2;05/08/24;06/08/24;2;0;0;0;non
LEE So Hee;https://olympics.com/fr/paris-2024/athlete/so-hee-lee_1891510;Badminton;14/06/94;République de Corée;30;Athlète;171;Femme;Arena Porte de la Chapelle;48.8997292;2.3605141;4;27/07/24;01/08/24;4;0;0;0;non
LEE Spencer Richard;https://olympics.com/fr/paris-2024/athlete/spencer-richard-lee_1955415;Lutte;14/10/98;États-Unis d'Amérique;25;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;4;08/08/24;09/08/24;2;0;1;0;non
LEE Sunisa;https://olympics.com/fr/paris-2024/athlete/sunisa-lee_1959866;Gymnastique artistique;09/03/03;États-Unis d'Amérique;21;Athlète;;Femme;Arena Bercy;48.83863;2.378597;4;30/07/24;05/08/24;4;1;0;2;non
LEE Sze Wing;https://olympics.com/fr/paris-2024/athlete/sze-wing-lee_1957126;Cyclisme sur route;05/05/01;Hong Kong, Chine;23;Athlète;;Femme;Trocadéro;48.85972558;2.29221884;5;04/08/24;11/08/24;2;0;0;0;non
LEE Wonho;https://olympics.com/fr/paris-2024/athlete/wonho-lee_1893958;Tir;15/08/99;République de Corée;25;Athlète;;Homme;Centre national de tir de Châteauroux;46.8157;1.7582;4;27/07/24;30/07/24;4;0;0;0;non
LEE Wooseok;https://olympics.com/fr/paris-2024/athlete/wooseok-lee_1902144;Tir à l'arc;07/08/97;République de Corée;27;Athlète;;Homme;Invalides;48.85704803;2.312835932;11;25/07/24;04/08/24;4;1;0;1;non
LEE Yang;https://olympics.com/fr/paris-2024/athlete/yang-lee_1570107;Badminton;12/08/95;Chinese Taipei;29;Athlète;178;Homme;Arena Porte de la Chapelle;48.8997292;2.3605141;7;27/07/24;04/08/24;7;1;0;0;non
LEE Yooyeon;https://olympics.com/fr/paris-2024/athlete/yooyeon-lee_1901670;Natation;04/09/00;République de Corée;24;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;1;30/07/24;30/07/24;1;0;0;0;non
LEE Yunseo;https://olympics.com/fr/paris-2024/athlete/yunseo-lee_1940556;Gymnastique artistique;05/03/03;République de Corée;21;Athlète;;Femme;;;;0;;;0;0;0;0;non
LEE Zii Jia;https://olympics.com/fr/paris-2024/athlete/zii-jia-lee_1566617;Badminton;29/03/98;Malaisie;26;Athlète;186;Homme;Arena Porte de la Chapelle;48.8997292;2.3605141;6;28/07/24;05/08/24;6;0;0;1;non
LEFEBVRE Yannick;https://olympics.com/fr/paris-2024/athlete/yannick-lefebvre_1903268;Voile;19/11/88;Belgique;35;Athlète;;Homme;Marina de Marseille;43.2661;5.3678;12;28/07/24;31/07/24;4;0;0;0;non
LEFORT Enzo;https://olympics.com/fr/paris-2024/athlete/enzo-lefort_1916213;Escrime;29/09/91;France;32;Athlète;;Homme;Grand Palais;48.86616355;2.3125474;6;29/07/24;04/08/24;2;0;0;1;non
LEFTER Radu;https://olympics.com/fr/paris-2024/athlete/radu-lefter_1888026;Lutte;31/03/01;République de Moldova;23;Athlète;;Homme;Arena Champ de Mars;48.8531;2.30252;1;10/08/24;10/08/24;1;0;0;0;non
LEGARTH Hamish;https://olympics.com/fr/paris-2024/athlete/hamish-legarth_1945370;Canoë-kayak sprint;16/08/99;Nouvelle-Zélande;25;Athlète;;Homme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;8;06/08/24;09/08/24;3;0;0;0;non
LEGAULT Emy;https://olympics.com/fr/paris-2024/athlete/emy-legault_1935165;Triathlon;05/04/96;Canada;28;Athlète;;Femme;Pont Alexandre III;48.8637;2.3134;1;31/07/24;31/07/24;1;0;0;0;non
LEHACI Florin Sorin;https://olympics.com/fr/paris-2024/athlete/florin-sorin-lehaci_1552037;Aviron;26/03/99;Roumanie;25;Athlète;;Homme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;6;28/07/24;03/08/24;6;0;0;0;non
LEHACI Maria;https://olympics.com/fr/paris-2024/athlete/maria-lehaci_1550437;Aviron;28/06/99;Roumanie;25;Athlète;;Femme;Stade nautique de Vaires-sur-Marne;48.8623;2.6348;4;28/07/24;03/08/24;4;1;0;0;non
LEHAIR Jeanne;https://olympics.com/fr/paris-2024/athlete/jeanne-lehair_1545877;Triathlon;30/03/96;Luxembourg;28;Athlète;;Femme;Pont Alexandre III;48.8637;2.3134;1;31/07/24;31/07/24;1;0;0;0;non
LEHANE Jennifer;https://olympics.com/fr/paris-2024/athlete/jennifer-lehane_1546049;Boxe;19/08/98;Irlande;26;Athlète;160;Femme;Arena Paris Nord;48.9721;2.5149;1;30/07/24;30/07/24;1;0;0;0;non
LEHFELLNER Stefan;https://olympics.com/fr/paris-2024/athlete/stefan-lehfellner_1878962;Sports équestres;16/02/83;Autriche;41;Athlète;;Homme;Château de Versailles;48.81432266;2.08452588;2;30/07/24;03/08/24;2;0;0;0;non
LEHIKOINEN Viivi;https://olympics.com/fr/paris-2024/athlete/viivi-lehikoinen_1904337;Athlétisme;27/08/99;Finlande;25;Athlète;171;Femme;Stade de France;48.924475;2.360127;2;04/08/24;05/08/24;2;0;0;0;non
LEHMANN Csongor;https://olympics.com/fr/paris-2024/athlete/csongor-lehmann_1937030;Triathlon;02/04/99;Hongrie;25;Athlète;;Homme;Pont Alexandre III;48.8637;2.3134;1;31/07/24;31/07/24;1;0;0;0;non
LEHMANN Sascha;https://olympics.com/fr/paris-2024/athlete/sascha-lehmann_1977704;Escalade;03/02/98;Suisse;26;Athlète;163;Homme;Site d’escalade du Bourget;48.93693402;2.41997931;2;05/08/24;07/08/24;2;0;0;0;non
LEI Chien-Ying;https://olympics.com/fr/paris-2024/athlete/chien-ying-lei_1564634;Tir à l'arc;17/04/90;Chinese Taipei;34;Athlète;;Femme;Invalides;48.85704803;2.312835932;9;25/07/24;03/08/24;5;0;0;0;non
LEIBFARTH Evy;https://olympics.com/fr/paris-2024/athlete/evy-leibfarth_1955132;Canoë-kayak slalom;26/01/04;États-Unis d'Amérique;20;Athlète;;Femme;Stade nautique de Vaires-sur-Marne - stade d'eaux vives;48.86223209583829;2.6395463613678416;11;27/07/24;05/08/24;8;0;0;1;non
LEILUA Eroni Tui;https://olympics.com/fr/paris-2024/athlete/eroni-leilua_1961735;Voile;15/04/93;Samoa;31;Athlète;;Homme;Marina de Marseille;43.2661;5.3678;8;01/08/24;05/08/24;5;0;0;0;non
LEIMETER Dora;https://olympics.com/fr/paris-2024/athlete/dora-leimeter_1941141;Water-polo;08/05/96;Hongrie;28;Athlète;172;Femme;multisite;;;7;27/07/24;10/08/24;7;0;0;0;non
LEITAO Iuri;https://olympics.com/fr/paris-2024/athlete/iuri-leitao_1933816;Cyclisme sur piste;03/07/98;Portugal;26;Athlète;;Homme;Vélodrome National de Saint-Quentin-en-Yvelines;48.78800979;2.03498269;5;08/08/24;10/08/24;2;1;1;0;non
LEITON ARRONES Paula;https://olympics.com/fr/paris-2024/athlete/paula-leiton-arrones_1954886;Water-polo;27/04/00;Espagne;24;Athlète;189;Femme;multisite;;;7;27/07/24;10/08/24;7;1;0;0;non
LEITUFIA Neueli;https://olympics.com/fr/paris-2024/athlete/neueli-leitufia_1968300;Rugby à sept;24/10/01;Samoa;22;Athlète;167;Homme;Stade de France;48.924475;2.360127;5;24/07/24;27/07/24;3;0;0;0;non
LEKAI Mate;https://olympics.com/fr/paris-2024/athlete/mate-lekai_1929207;Handball;16/06/88;Hongrie;36;Athlète;190;Homme;Arena Paris Sud 6;48.829381;2.290865;5;27/07/24;04/08/24;5;0;0;0;non
LEKAMGE Dilhani;https://olympics.com/fr/paris-2024/athlete/dilhani-lekamge_1976411;Athlétisme;14/01/87;Sri Lanka;37;Athlète;160;Femme;Stade de France;48.924475;2.360127;1;07/08/24;07/08/24;1;0;0;0;non
LEKIC Jovan;https://olympics.com/fr/paris-2024/athlete/jovan-lekic_1937589;Natation;29/09/03;Bosnie-Herzégovine;20;Athlète;;Homme;Paris La Défense Arena;48.8954;2.2294;1;27/07/24;27/07/24;1;0;0;0;non
LEKNESS Rae;https://olympics.com/fr/paris-2024/athlete/rae-lekness_1967408;Water-polo;12/04/94;Canada;30;Athlète;182;Femme;multisite;;;7;29/07/24;10/08/24;7;0;0;0;non
LELEIVYTE Rasa;https://olympics.com/fr/paris-2024/athlete/rasa-leleivyte_1944015;Cyclisme sur route;22/07/88;Lituanie;36;Athlète;;Femme;Trocadéro;48.85972558;2.29221884;1;04/08/24;04/08/24;1;0;0;0;non
LELIOR Anat;https://olympics.com/fr/paris-2024/athlete/anat-lelior_1910841;Surf;29/04/00;Israël;24;Athlète;;Femme;Tahiti Teahupo'o;-17.86693;-149.25208;3;28/07/24;01/08/24;2;0;0;0;non
LEMAIRE Nelson;https://olympics.com/fr/paris-2024/athlete/nelson-lemaire_1950102;Football;19/10/01;République dominicaine;22;Athlète;170;Homme;multisite;;;3;24/07/24;30/07/24;3;0;0;0;non
LEMAY-LAVOIE Elyse;https://olympics.com/fr/paris-2024/athlete/elyse-lemay-lavoie_1967405;Water-polo;12/11/94;Canada;29;Athlète;175;Femme;multisite;;;7;29/07/24;10/08/24;7;0;0;0;non
LEMES SANTOS Tainara;https://olympics.com/fr/paris-2024/athlete/tainara-lemes-santos_1964183;Volleyball;09/03/00;Brésil;24;Athlète;190;Femme;Arena Paris Sud 1;48.832968;2.2840069;6;29/07/24;10/08/24;6;0;0;1;non
LEMKE Max;https://olympics.com/fr/paris-2024/athlete/max-lemke_1913736;Canoë-kayak sprint;02/12/96;Allemagne;27;Athlète;;Homme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;6;06/08/24;09/08/24;3;2;0;0;non
LEMKIN Stav;https://olympics.com/fr/paris-2024/athlete/stav-lemkin_1956147;Football;02/04/03;Israël;21;Athlète;190;Homme;multisite;;;3;24/07/24;30/07/24;3;0;0;0;non
LENDEL Vasilijus;https://olympics.com/fr/paris-2024/athlete/vasilijus-lendel_1943997;Cyclisme sur piste;09/04/95;Lituanie;29;Athlète;;Homme;Vélodrome National de Saint-Quentin-en-Yvelines;48.78800979;2.03498269;7;07/08/24;10/08/24;2;0;0;0;non
LENGWILER Elena;https://olympics.com/fr/paris-2024/athlete/elena-lengwiler_1977707;Voile;01/06/96;Suisse;28;Athlète;;Femme;Marina de Marseille;43.2661;5.3678;7;04/08/24;08/08/24;5;0;0;0;non
LENNE Yanis;https://olympics.com/fr/paris-2024/athlete/yanis-lenne_1893184;Handball;29/06/96;France;28;Athlète;188;Homme;Arena Paris Sud 6;48.829381;2.290865;3;27/07/24;31/07/24;3;0;0;0;non
LENNOX Hugo;https://olympics.com/fr/paris-2024/athlete/hugo-lennox_1563910;Rugby à sept;06/03/99;Irlande;25;Athlète;177;Homme;Stade de France;48.924475;2.360127;6;24/07/24;27/07/24;3;0;0;0;non
L'ENTETE Jean Gael Laurent;https://olympics.com/fr/paris-2024/athlete/jean-gael-laurent-l-entete_1909156;Triathlon;08/08/96;Maurice;28;Athlète;;Homme;Pont Alexandre III;48.8637;2.3134;1;31/07/24;31/07/24;1;0;0;0;non
LENZI Diego;https://olympics.com/fr/paris-2024/athlete/diego-lenzi_1899514;Boxe;29/05/01;Italie;23;Athlète;185;Homme;Arena Paris Nord;48.9721;2.5149;2;29/07/24;02/08/24;2;0;0;0;non
LEO Moses;https://olympics.com/fr/paris-2024/athlete/moses-leo_1926633;Rugby à sept;11/08/97;Nouvelle-Zélande;27;Athlète;188;Homme;Stade de France;48.924475;2.360127;6;24/07/24;27/07/24;3;0;0;0;non
LEON Adriana;https://olympics.com/fr/paris-2024/athlete/adriana-leon_1967208;Football;02/10/92;Canada;31;Athlète;160;Femme;multisite;;;4;25/07/24;03/08/24;4;0;0;0;non
LEON Danny;https://olympics.com/fr/paris-2024/athlete/danny-leon_1948383;Skateboard;01/12/94;Espagne;29;Athlète;;Homme;La Concorde 4;48.86573765;2.3220383;1;07/08/24;07/08/24;1;0;0;0;non
LEON VENERO Wilfredo;https://olympics.com/fr/paris-2024/athlete/wilfredo-leon-venero_1902892;Volleyball;31/07/93;Pologne;31;Athlète;202;Homme;Arena Paris Sud 1;48.832968;2.2840069;6;27/07/24;10/08/24;6;0;1;0;non
LEONARD Loic;https://olympics.com/fr/paris-2024/athlete/loic-leonard_1880494;Canoë-kayak sprint;04/01/96;France;28;Athlète;;Homme;Stade nautique de Vaires-sur-Marne - bassin d'eaux calmes;48.8623;2.6348;4;06/08/24;08/08/24;2;0;0;0;non
LEONARDO Veddriq;https://olympics.com/fr/paris-2024/athlete/veddriq-leonardo_1940329;Escalade;11/03/97;Indonésie;27;Athlète;162;Homme;Site d’escalade du Bourget;48.93693402;2.41997931;5;06/08/24;08/08/24;2;1;0;0;non
LEONE Chiara;https://olympics.com/fr/paris-2024/athlete/chiara-leone_1977709;Tir;15/06/98;Suisse;26;Athlète;;Femme;Centre national de tir de Châteauroux;46.8157;1.7582;2;01/08/24;02/08/24;2;1;0;0;oui
